hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
21	judgment_oraculo	pair	23%	33%	weak_align	Alineación débil	Das Durchbeißen hat Gelingen. Fördernd ist es, Gericht walten zu lassen.	Biting through was successful. It is beneficial to allow justice to prevail.	BITING THROUGH has success. It is favorable to let justice be administered.	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (23%).
22	judgment_oraculo	pair	27%	25%	moderate_align	Alineación moderada	Anmut hat Gelingen. Im Kleinen ist es fördernd, etwas zu unternehmen.	Grace succeeds. It is encouraging to do something on a small scale.	GRACE has success. In small matters It is favorable to undertake something.	Primera línea poco alineada (Jaccard 25%). | Solapamiento léxico moderado MT↔Baynes (27%).
23	judgment_oraculo	pair	20%	10%	weak_align	Alineación débil	Die Zersplitterung. Nicht fördernd ist es, wohin zu gehen.	The fragmentation. It is not encouraging to go anywhere.	SPLITTING APART. It does not further one To go anywhere.	Primera línea poco alineada (Jaccard 10%). | Solapamiento léxico moderado MT↔Baynes (20%).
24	judgment_oraculo	pair	36%	25%	moderate_align	Alineación moderada	Die Wiederkehr. Gelingen. Ausgang und Eingang ohne Fehl. Freunde kommen ohne Makel. Hin und her geht der Weg. Am siebten Tage kommt die Wied…	The return. Succeed. Output and input without errors. Friends come without blemish. The path goes back and forth. The return comes on the se…	RETURN. Success. Going out and coming in without error. Friends come without blame. To and fro goes the way. On the seventh day comes return…	Primera línea poco alineada (Jaccard 25%). | Solapamiento léxico moderado MT↔Baynes (36%).
25	judgment_oraculo	pair	26%	40%	moderate_align	Alineación moderada	Die Unschuld. Erhabenes Gelingen. Fördernd ist Beharrlichkeit. Wenn jemand nicht recht ist, so hat er Unglück, und nicht fördernd ist es, ir…	The innocence. Sublime success. Persistence is beneficial. If someone is not right, he is unlucky, and it is not helpful to do anything.	INNOCENCE. Supreme success. Perseverance furthers. If someone is not as he should be, He has misfortune, And it does not further him To unde…	Primera línea alineada (Jaccard 40%). | Solapamiento léxico moderado MT↔Baynes (26%).
26	judgment_oraculo	pair	58%	57%	strong_align	Alineación fuerte	Des Großen Zähmungskraft. Fördernd ist Beharrlichkeit. Nicht zu Hause essen bringt Heil. Fördernd ist es, das große Wasser zu durchqueren.	The great one's taming power. Persistence is beneficial. Not eating at home brings salvation. It is beneficial to cross the big water.	THE TAMING POWER OF THE GREAT. Perseverance furthers. Not eating at home brings good fortune. It furthers one to cross the great water.	Primera línea alineada (Jaccard 57%). | Solapamiento léxico alto MT↔Baynes (58%).
27	judgment_oraculo	pair	36%	50%	moderate_align	Alineación moderada	Die Mundwinkel. Beharrlichkeit bringt Heil. Sieh auf die Ernährung und womit einer selbst sucht seinen Mund zu füllen.	The corners of the mouth. Perseverance brings salvation. Look at your diet and what you try to fill your mouth with.	THE CORNERS OF THE MOUTH. Perseverance brings good fortune. Pay heed to the providing of nourishment And to what a man seeks To fill his own…	Primera línea alineada (Jaccard 50%). | Solapamiento léxico moderado MT↔Baynes (36%).
28	judgment_oraculo	pair	16%	29%	weak_align	Alineación débil	Des Großen Übergewicht. Der Firstbalken biegt sich durch. Fördernd ist es, zu haben, wohin man gehe. Gelingen.	The Great's Overweight. The ridge beam bends. It's helpful to have where to go. Succeed.	PREPONDERANCE OF THE GREAT. The ridgepole sags to the breaking point. It furthers one to have somewhere to go. Success.	Primera línea poco alineada (Jaccard 29%). | Solapamiento léxico bajo MT↔Baynes (16%).
29	judgment_oraculo	pair	37%	50%	moderate_align	Alineación moderada	Das wiederholte Abgründige. Wenn du wahrhaftig bist, so hast du im Herzen Gelingen, und was du tust, hat Erfolg.	The repeated unfathomable. If you are truthful, you will succeed in your heart, and what you do is successful.	The Abysmal repeated. If you are sincere, you have success in your heart, And whatever you do succeeds.	Primera línea alineada (Jaccard 50%). | Solapamiento léxico moderado MT↔Baynes (37%).
30	judgment_oraculo	pair	24%	13%	weak_align	Alineación débil	Das Haftende. Fördernd ist Beharrlichkeit. Sie bringt Gelingen. Pflege der Kuh bringt Heil.	The sticking thing. Persistence is beneficial. It brings success. Caring for the cow brings salvation.	THE CLINGING. Perseverance furthers. It brings success. Care of the cow brings good fortune.	Primera línea poco alineada (Jaccard 13%). | Solapamiento léxico moderado MT↔Baynes (24%).
31	judgment_oraculo	pair	6%	0%	divergent	Divergente	Die Einwirkung. Gelingen. Fördernd ist Beharrlichkeit. Ein Mädchen nehmen bringt Heil.	The impact. Succeed. Persistence is beneficial. Taking a girl brings salvation.	Influence. Success. Perseverance furthers. To take a maiden to wife brings good fortune.	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (6%).
32	judgment_oraculo	pair	0%	0%	divergent	Divergente	Gelingen. Kein Makel. Fördernd ist Beharrlichkeit. Fördernd ist, zu haben, wohin man gehe.	Succeed. No flaw. Persistence is beneficial. What is beneficial is having where to go.	DURATION. Success. No blame. Perseverance furthers. It furthers one to have somewhere to go.	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
33	judgment_oraculo	pair	18%	25%	weak_align	Alineación débil	Der Rückzug. Gelingen. Im Kleinen ist fördernd Beharrlichkeit.	The retreat. Succeed. Persistence is beneficial in small things.	RETREAT. Success. In what is small, perseverance furthers.	Primera línea poco alineada (Jaccard 25%). | Solapamiento léxico bajo MT↔Baynes (18%).
34	judgment_oraculo	pair	43%	43%	moderate_align	Alineación moderada	Des Großen Macht. Fördernd ist Beharrlichkeit.	The great power. Persistence is beneficial.	THE POWER OF THE GREAT. Perseverance furthers.	Primera línea alineada (Jaccard 43%). | Solapamiento léxico moderado MT↔Baynes (43%).
35	judgment_oraculo	pair	56%	50%	strong_align	Alineación fuerte	Der Fortschritt: Der starke Fürst wird geehrt durch Pferde in großer Menge. An einem Tage wird er dreimal empfangen.	The progress: The strong prince is honored by large numbers of horses. He is received three times in one day.	PROGRESS. The powerful prince Is honored with horses in large numbers. In a single day he is granted audience three times.	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (56%).
36	judgment_oraculo	pair	17%	40%	weak_align	Alineación débil	Die Verfinsterung des Lichts. Fördernd ist es, in der Not beharrlich zu sein.	The eclipse of the light. It is beneficial to be persistent in times of need.	DARKENING OF THE LIGHT. In adversity It furthers one to be persevering.	Primera línea alineada (Jaccard 40%). | Solapamiento léxico bajo MT↔Baynes (17%).
37	judgment_oraculo	pair	25%	25%	moderate_align	Alineación moderada	Die Sippe. Fördernd ist die Beharrlichkeit der Frau.	The clan. The woman's persistence is encouraging.	THE FAMILY. The perseverance of the woman furthers.	Primera línea poco alineada (Jaccard 25%). | Solapamiento léxico moderado MT↔Baynes (25%).
38	judgment_oraculo	pair	11%	11%	divergent	Divergente	Der Gegensatz. In kleinen Sachen Heil.	The contrast. Salvation in small things.	OPPOSITION. In small matters, good fortune.	Primera línea poco alineada (Jaccard 11%). | Solapamiento léxico bajo MT↔Baynes (11%).
39	judgment_oraculo	pair	40%	33%	moderate_align	Alineación moderada	Das Hemmnis. Fördernd ist der Südwesten. Nicht fördernd ist der Nordosten. Fördernd ist es, den großen Mann zu sehen. Beharrlichkeit ist von…	The obstacle. The southwest is supportive. The northeast is not supportive. It is encouraging to see the great man. Perseverance is of salva…	OBSTRUCTION. The southwest furthers. The northeast does not further. It furthers one to see the great man. Perseverance brings good fortune.	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (40%).
40	judgment_oraculo	pair	19%	33%	weak_align	Alineación débil	Die Befreiung. Fördernd ist der Südwesten. Wenn nichts mehr da ist, wohin man zu gehen hätte, ist das Wiederkommen von Heil. Wenn es noch et…	The liberation. The southwest is supportive. When there's nothing left to go to, is the return of salvation. If there's something else to go…	DELIVERANCE. The southwest furthers. If there is no longer anything where one has to go, Return brings good fortune. If there is still somet…	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico bajo MT↔Baynes (19%).
41	judgment_oraculo	pair	33%	33%	moderate_align	Alineación moderada	Minderung verbunden mit Wahrhaftigkeit wirkt erhabenes Heil ohne Makel. Man kann darin beharrlich sein. Fördernd ist es, etwas zu unternehme…	Mitigation combined with truthfulness sublime salvation works without blemish. You can be persistent in it. It is encouraging to do somethin…	DECREASE combined with sincerity Brings about supreme good fortune Without blame. One may be persevering in this. It furthers one to underta…	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (33%).
42	judgment_oraculo	pair	42%	17%	moderate_align	Alineación moderada	Die Mehrung. Fördernd ist es, etwas zu unternehmen. Fördernd ist es, das große Wasser zu durchqueren.	The increase. It is encouraging to do something. It is beneficial to cross the big water.	INCREASE. It furthers one To undertake something. It furthers one to cross the great water.	Primera línea poco alineada (Jaccard 17%). | Solapamiento léxico moderado MT↔Baynes (42%).
43	judgment_oraculo	pair	39%	10%	moderate_align	Alineación moderada	Der Durchbruch. Entschlossen muß man am Hof des Königs die Sache bekanntmachen. Der Wahrheit gemäß muß sie verkündet werden. Gefahr! Man muß…	The breakthrough. You have to be decisive in the king's court make the matter known. It must be proclaimed according to the truth. Danger! Y…	BREAK-THROUGH. One must resolutely make the matter known At the court of the king. It must be announced truthfully. Danger. It is necessary …	Primera línea poco alineada (Jaccard 10%). | Solapamiento léxico moderado MT↔Baynes (39%).
44	judgment_oraculo	pair	19%	29%	weak_align	Alineación débil	Das Entgegenkommen. Das Mädchen ist mächtig. Man soll ein solches Mädchen nicht heiraten.	The accommodation. The girl is powerful. You shouldn't marry a girl like that.	COMING TO MEET. The maiden is powerful. One should not marry such a maiden.	Primera línea poco alineada (Jaccard 29%). | Solapamiento léxico bajo MT↔Baynes (19%).
45	judgment_oraculo	pair	38%	0%	moderate_align	Alineación moderada	Die Sammlung. Gelingen. Der König naht sich seinem Tempel. Fördernd ist es, den großen Mann zu sehen. Das bringt Gelingen. Fördernd ist Beha…	The collection. Succeed. The king approaches his temple. It is encouraging to see the great man. That brings success. Persistence is benefic…	GATHERING TOGETHER. Success. The king approaches his temple. It furthers one to see the great man. This brings success. Perseverance further…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico moderado MT↔Baynes (38%).
46	judgment_oraculo	pair	25%	25%	moderate_align	Alineación moderada	Das Empordringen hat erhabenes Gelingen. Man muß den großen Mann sehen. Fürchte dich nicht! Aufbruch nach Süden bringt Heil.	The upward movement is a sublime success. You have to see the big man. Don't be afraid! Heading south brings salvation.	PUSHING UPWARD has supreme success. One must see the great man. Fear not. Departure toward the south Brings good fortune.	Primera línea poco alineada (Jaccard 25%). | Solapamiento léxico moderado MT↔Baynes (25%).
47	judgment_oraculo	pair	22%	0%	weak_align	Alineación débil	Die Bedrängnis. Gelingen. Beharrlichkeit. Der große Mann wirkt Heil. Kein Makel. Wenn man etwas zu sagen hat, wird es nicht geglaubt.	The distress. Succeed. Persistence. The great man works salvation. No flaw. If you have something to say, it won't be believed.	OPPPRESSION. Success. Perseverance. The great man brings about good fortune. No blame. When one has something to say, It is not believed.	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico moderado MT↔Baynes (22%).
48	judgment_oraculo	pair	24%	17%	weak_align	Alineación débil	Der Brunnen. Man mag die Stadt wechseln, aber kann nicht den Brunnen wechseln. Er nimmt nicht ab und nimmt nicht zu. Sie kommen und gehen un…	The fountain. You can change the city, but can't change the well. He doesn't lose weight or gain weight. They come and go and draw from the …	THE WELL. The town may be changed, But the well cannot be changed. It neither decreases nor increases. They come and go and draw from the we…	Primera línea poco alineada (Jaccard 17%). | Solapamiento léxico moderado MT↔Baynes (24%).
49	judgment_oraculo	pair	25%	20%	moderate_align	Alineación moderada	Die Umwälzung. Am eigenen Tag, da findest du Glauben. Erhabenes Gelingen, fördernd durch Beharrlichkeit. Die Reue schwindet.	The revolution. On your own day, that's where you find faith. Sublime success, promoted by persistence. The regret fades.	REVOLUTION. On your own day You are believed. Supreme success, Furthering through perseverance. Remorse disappears.	Primera línea poco alineada (Jaccard 20%). | Solapamiento léxico moderado MT↔Baynes (25%).
